date,Depth,Variables,Values
2021-01-15T10:50:10Z,0.257,Salinity,33.65359475
2021-01-15T10:50:10Z,0.257,AbsPressure,104.355
2021-01-15T10:50:20Z,0.248,Temperature,29.41
2021-01-15T10:50:20Z,0.248,Salinity,33.66348312
2021-01-15T10:50:20Z,0.248,AbsPressure,104.269
2021-01-15T10:50:30Z,0.269,Temperature,29.41
2021-01-15T10:50:30Z,0.269,Salinity,33.62096826
2021-01-15T10:50:30Z,0.269,AbsPressure,104.479
2021-01-15T10:50:40Z,0.269,Temperature,29.41
2021-01-15T10:50:40Z,0.269,Salinity,33.61440783
2021-01-15T10:50:40Z,0.269,AbsPressure,104.479
2021-01-15T10:50:50Z,0.25,Temperature,29.39
2021-01-15T10:50:50Z,0.25,Salinity,33.64476371
2021-01-15T10:50:50Z,0.25,AbsPressure,104.289
2021-01-15T10:51:00Z,0.264,Temperature,29.39
2021-01-15T10:51:00Z,0.264,Salinity,33.62839966
2021-01-15T10:51:00Z,0.264,AbsPressure,104.427
2021-01-15T10:51:10Z,0.249,Temperature,29.39
2021-01-15T10:51:10Z,0.249,Salinity,33.61212679
2021-01-15T10:51:10Z,0.249,AbsPressure,104.272
2021-01-15T10:51:20Z,0.245,Temperature,29.41
2021-01-15T10:51:20Z,0.245,Salinity,33.67984638
2021-01-15T10:51:20Z,0.245,AbsPressure,104.237
2021-01-15T10:51:30Z,0.235,Temperature,29.39
2021-01-15T10:51:30Z,0.235,Salinity,33.69053817
2021-01-15T10:51:30Z,0.235,AbsPressure,104.134
2021-01-15T10:51:40Z,0.242,Temperature,29.38
2021-01-15T10:51:40Z,0.242,Salinity,33.6354003
2021-01-15T10:51:40Z,0.242,AbsPressure,104.203
2021-01-15T10:51:50Z,0.257,Temperature,29.38
2021-01-15T10:51:50Z,0.257,Salinity,33.67794181
2021-01-15T10:51:50Z,0.257,AbsPressure,104.358
2021-01-15T10:52:00Z,0.237,Temperature,29.38
2021-01-15T10:52:00Z,0.237,Salinity,33.67794216
2021-01-15T10:52:00Z,0.237,AbsPressure,104.151
2021-01-15T10:52:10Z,0.281,Temperature,29.38
2021-01-15T10:52:10Z,0.281,Salinity,33.64520393
2021-01-15T10:52:10Z,0.281,AbsPressure,104.599
2021-01-15T10:52:20Z,0.261,Temperature,29.39
2021-01-15T10:52:20Z,0.261,Salinity,33.66113248
2021-01-15T10:52:20Z,0.261,AbsPressure,104.392
2021-01-15T10:52:30Z,0.305,Temperature,29.41
2021-01-15T10:52:30Z,0.305,Salinity,33.65036361
2021-01-15T10:52:30Z,0.305,AbsPressure,104.84
2021-01-15T10:52:40Z,0.273,Temperature,29.39
2021-01-15T10:52:40Z,0.273,Salinity,33.64800457
2021-01-15T10:52:40Z,0.273,AbsPressure,104.513
2021-01-15T10:52:50Z,0.276,Temperature,29.42
2021-01-15T10:52:50Z,0.276,Salinity,33.6662824
2021-01-15T10:52:50Z,0.276,AbsPressure,104.548
2021-01-15T10:53:00Z,0.292,Temperature,29.39
2021-01-15T10:53:00Z,0.292,Salinity,33.65780667
2021-01-15T10:53:00Z,0.292,AbsPressure,104.703
2021-01-15T10:53:10Z,0.268,Temperature,29.41
2021-01-15T10:53:10Z,0.268,Salinity,33.66672517
2021-01-15T10:53:10Z,0.268,AbsPressure,104.461
2021-01-15T10:53:20Z,0.252,Temperature,29.41
2021-01-15T10:53:20Z,0.252,Salinity,33.69621299
2021-01-15T10:53:20Z,0.252,AbsPressure,104.306
2021-01-15T10:53:30Z,0.254,Temperature,29.42
2021-01-15T10:53:30Z,0.254,Salinity,33.68587813
2021-01-15T10:53:30Z,0.254,AbsPressure,104.324
2021-01-15T10:53:40Z,0.268,Temperature,29.42
2021-01-15T10:53:40Z,0.268,Salinity,33.66628413
2021-01-15T10:53:40Z,0.268,AbsPressure,104.461
2021-01-15T10:53:50Z,0.278,Temperature,29.43
2021-01-15T10:53:50Z,0.278,Salinity,33.65928245
2021-01-15T10:53:50Z,0.278,AbsPressure,104.565
2021-01-15T10:54:00Z,0.244,Temperature,29.42
2021-01-15T10:54:00Z,0.244,Salinity,33.65972382
2021-01-15T10:54:00Z,0.244,AbsPressure,104.22
2021-01-15T10:54:10Z,0.24,Temperature,29.42
2021-01-15T10:54:10Z,0.24,Salinity,33.67608211
2021-01-15T10:54:10Z,0.24,AbsPressure,104.186
2021-01-15T10:54:20Z,0.247,Temperature,29.41
2021-01-15T10:54:20Z,0.247,Salinity,33.71590564
2021-01-15T10:54:20Z,0.247,AbsPressure,104.255
2021-01-15T10:54:30Z,0.252,Temperature,29.42
2021-01-15T10:54:30Z,0.252,Salinity,33.6858802
2021-01-15T10:54:30Z,0.252,AbsPressure,104.306
2021-01-15T10:54:40Z,0.247,Temperature,29.41
2021-01-15T10:54:40Z,0.247,Salinity,33.627448
2021-01-15T10:54:40Z,0.247,AbsPressure,104.255
2021-01-15T10:54:50Z,0.237,Temperature,29.39
2021-01-15T10:54:50Z,0.237,Salinity,33.64800906
2021-01-15T10:54:50Z,0.237,AbsPressure,104.151
2021-01-15T10:55:00Z,0.235,Temperature,29.39
2021-01-15T10:55:00Z,0.235,Salinity,33.64144541
2021-01-15T10:55:00Z,0.235,AbsPressure,104.134
2021-01-15T10:55:10Z,0.256,Temperature,29.39
2021-01-15T10:55:10Z,0.256,Salinity,33.66437566
2021-01-15T10:55:10Z,0.256,AbsPressure,104.341
2021-01-15T10:55:20Z,0.257,Temperature,29.41
2021-01-15T10:55:20Z,0.257,Salinity,33.73227296
2021-01-15T10:55:20Z,0.257,AbsPressure,104.358
2021-01-15T10:55:30Z,0.268,Temperature,29.42
2021-01-15T10:55:30Z,0.268,Salinity,33.64660553
2021-01-15T10:55:30Z,0.268,AbsPressure,104.461
2021-01-15T10:55:40Z,0.281,Temperature,29.41
2021-01-15T10:55:40Z,0.281,Salinity,33.70934467
2021-01-15T10:55:40Z,0.281,AbsPressure,104.599
2021-01-15T10:55:50Z,0.273,Temperature,29.41
2021-01-15T10:55:50Z,0.273,Salinity,33.65360649
2021-01-15T10:55:50Z,0.273,AbsPressure,104.513
2021-01-15T10:56:00Z,0.274,Temperature,29.42
2021-01-15T10:56:00Z,0.274,Salinity,33.65316716
2021-01-15T10:56:00Z,0.274,AbsPressure,104.53
2021-01-15T10:56:10Z,0.285,Temperature,29.42
2021-01-15T10:56:10Z,0.285,Salinity,33.58137154
2021-01-15T10:56:10Z,0.285,AbsPressure,104.634
2021-01-15T10:56:20Z,0.288,Temperature,29.42
2021-01-15T10:56:20Z,0.288,Salinity,33.62045677
2021-01-15T10:56:20Z,0.288,AbsPressure,104.668
2021-01-15T10:56:30Z,0.273,Temperature,29.41
2021-01-15T10:56:30Z,0.273,Salinity,33.5785639
2021-01-15T10:56:30Z,0.273,AbsPressure,104.513
2021-01-15T10:56:40Z,0.256,Temperature,29.39
2021-01-15T10:56:40Z,0.256,Salinity,33.53070102
2021-01-15T10:56:40Z,0.256,AbsPressure,104.341
2021-01-15T10:56:50Z,0.252,Temperature,29.39
2021-01-15T10:56:50Z,0.252,Salinity,33.55343949
2021-01-15T10:56:50Z,0.252,AbsPressure,104.306
2021-01-15T10:57:00Z,0.252,Temperature,29.39
2021-01-15T10:57:00Z,0.252,Salinity,33.52423124
2021-01-15T10:57:00Z,0.252,AbsPressure,104.306
2021-01-15T10:57:10Z,0.235,Temperature,29.39
2021-01-15T10:57:10Z,0.235,Salinity,33.53070206
2021-01-15T10:57:10Z,0.235,AbsPressure,104.134
2021-01-15T10:57:20Z,0.214,Temperature,29.38
2021-01-15T10:57:20Z,0.214,Salinity,33.5214116
2021-01-15T10:57:20Z,0.214,AbsPressure,103.927
2021-01-15T10:57:30Z,0.256,Temperature,29.38
2021-01-15T10:57:30Z,0.256,Salinity,33.57669627
2021-01-15T10:57:30Z,0.256,AbsPressure,104.341
2021-01-15T10:57:40Z,0.232,Temperature,29.38
2021-01-15T10:57:40Z,0.232,Salinity,33.60933465
2021-01-15T10:57:40Z,0.232,AbsPressure,104.1
2021-01-15T10:57:50Z,0.259,Temperature,29.37
2021-01-15T10:57:50Z,0.259,Salinity,33.56741046
2021-01-15T10:57:50Z,0.259,AbsPressure,104.375
2021-01-15T10:58:00Z,0.233,Temperature,29.38
2021-01-15T10:58:00Z,0.233,Salinity,33.54415421
2021-01-15T10:58:00Z,0.233,AbsPressure,104.117
2021-01-15T10:58:10Z,0.228,Temperature,29.39
2021-01-15T10:58:10Z,0.228,Salinity,33.54697107
2021-01-15T10:58:10Z,0.228,AbsPressure,104.065
2021-01-15T10:58:20Z,0.249,Temperature,29.41
2021-01-15T10:58:20Z,0.249,Salinity,33.51675511
2021-01-15T10:58:20Z,0.249,AbsPressure,104.272
2021-01-15T10:58:30Z,0.232,Temperature,29.41
2021-01-15T10:58:30Z,0.232,Salinity,33.55574559
2021-01-15T10:58:30Z,0.232,AbsPressure,104.1
2021-01-15T10:58:40Z,0.245,Temperature,29.42
2021-01-15T10:58:40Z,0.245,Salinity,33.47081018
2021-01-15T10:58:40Z,0.245,AbsPressure,104.235
2021-01-15T10:58:50Z,0.257,Temperature,29.43
2021-01-15T10:58:50Z,0.257,Salinity,33.49302942
2021-01-15T10:58:50Z,0.257,AbsPressure,104.355
2021-01-15T10:59:00Z,0.248,Temperature,29.44
2021-01-15T10:59:00Z,0.248,Salinity,33.43104453
2021-01-15T10:59:00Z,0.248,AbsPressure,104.269
2021-01-15T10:59:10Z,0.255,Temperature,29.43
2021-01-15T10:59:10Z,0.255,Salinity,33.45415542
2021-01-15T10:59:10Z,0.255,AbsPressure,104.338
2021-01-15T10:59:20Z,0.276,Temperature,29.44
2021-01-15T10:59:20Z,0.276,Salinity,33.43427608
2021-01-15T10:59:20Z,0.276,AbsPressure,104.545
2021-01-15T10:59:30Z,0.259,Temperature,29.44
2021-01-15T10:59:30Z,0.259,Salinity,33.37926875
2021-01-15T10:59:30Z,0.259,AbsPressure,104.373
2021-01-15T10:59:40Z,0.264,Temperature,29.43
2021-01-15T10:59:40Z,0.264,Salinity,33.4249827
2021-01-15T10:59:40Z,0.264,AbsPressure,104.424
2021-01-15T10:59:50Z,0.267,Temperature,29.43
2021-01-15T10:59:50Z,0.267,Salinity,33.43153557
2021-01-15T10:59:50Z,0.267,AbsPressure,104.459
2021-01-15T11:00:00Z,0.248,Temperature,29.42
2021-01-15T11:00:00Z,0.248,Salinity,33.43193533
2021-01-15T11:00:00Z,0.248,AbsPressure,104.269
2021-01-15T11:00:10Z,0.255,Temperature,29.42
2021-01-15T11:00:10Z,0.255,Salinity,33.47081329
2021-01-15T11:00:10Z,0.255,AbsPressure,104.338
2021-01-15T11:00:20Z,0.255,Temperature,29.42
2021-01-15T11:00:20Z,0.255,Salinity,33.461116
2021-01-15T11:00:20Z,0.255,AbsPressure,104.338
2021-01-15T11:00:30Z,0.272,Temperature,29.39
2021-01-15T11:00:30Z,0.272,Salinity,33.50150351
2021-01-15T11:00:30Z,0.272,AbsPressure,104.51
2021-01-15T11:00:40Z,0.231,Temperature,29.39
2021-01-15T11:00:40Z,0.231,Salinity,33.50150386
2021-01-15T11:00:40Z,0.231,AbsPressure,104.097
2021-01-15T11:00:50Z,0.221,Temperature,29.38
2021-01-15T11:00:50Z,0.221,Salinity,33.50191547
2021-01-15T11:00:50Z,0.221,AbsPressure,103.994
2021-01-15T11:01:00Z,0.24,Temperature,29.39
2021-01-15T11:01:00Z,0.24,Salinity,33.50150455
2021-01-15T11:01:00Z,0.24,AbsPressure,104.183
2021-01-15T11:01:10Z,0.247,Temperature,29.38
2021-01-15T11:01:10Z,0.247,Salinity,33.46956432
2021-01-15T11:01:10Z,0.247,AbsPressure,104.252
2021-01-15T11:01:20Z,0.25,Temperature,29.38
2021-01-15T11:01:20Z,0.25,Salinity,33.42419058
2021-01-15T11:01:20Z,0.25,AbsPressure,104.286
2021-01-15T11:01:30Z,0.242,Temperature,29.39
2021-01-15T11:01:30Z,0.242,Salinity,33.46906981
2021-01-15T11:01:30Z,0.242,AbsPressure,104.2
2021-01-15T11:01:40Z,0.231,Temperature,29.36
2021-01-15T11:01:40Z,0.231,Salinity,33.45104967
2021-01-15T11:01:40Z,0.231,AbsPressure,104.097
2021-01-15T11:01:50Z,0.238,Temperature,29.39
2021-01-15T11:01:50Z,0.238,Salinity,33.43987358
2021-01-15T11:01:50Z,0.238,AbsPressure,104.166
2021-01-15T11:02:00Z,0.254,Temperature,29.39
2021-01-15T11:02:00Z,0.254,Salinity,33.43017246
2021-01-15T11:02:00Z,0.254,AbsPressure,104.321
2021-01-15T11:02:10Z,0.276,Temperature,29.39
2021-01-15T11:02:10Z,0.276,Salinity,33.43017281
2021-01-15T11:02:10Z,0.276,AbsPressure,104.545
2021-01-15T11:02:20Z,0.278,Temperature,29.39
2021-01-15T11:02:20Z,0.278,Salinity,33.44634251
2021-01-15T11:02:20Z,0.278,AbsPressure,104.562
2021-01-15T11:02:30Z,0.288,Temperature,29.37
2021-01-15T11:02:30Z,0.288,Salinity,33.50565598
2021-01-15T11:02:30Z,0.288,AbsPressure,104.665
2021-01-15T11:02:40Z,0.243,Temperature,29.39
2021-01-15T11:02:40Z,0.243,Salinity,33.55021596
2021-01-15T11:02:40Z,0.243,AbsPressure,104.218
2021-01-15T11:02:50Z,0.276,Temperature,29.38
2021-01-15T11:02:50Z,0.276,Salinity,33.58327049
2021-01-15T11:02:50Z,0.276,AbsPressure,104.545
2021-01-15T11:03:00Z,0.255,Temperature,29.35
2021-01-15T11:03:00Z,0.255,Salinity,33.58796675
2021-01-15T11:03:00Z,0.255,AbsPressure,104.338
2021-01-15T11:03:10Z,0.283,Temperature,29.32
2021-01-15T11:03:10Z,0.283,Salinity,33.66441515
2021-01-15T11:03:10Z,0.283,AbsPressure,104.614
2021-01-15T11:03:20Z,0.262,Temperature,29.35
2021-01-15T11:03:20Z,0.262,Salinity,33.61072819
2021-01-15T11:03:20Z,0.262,AbsPressure,104.407
2021-01-15T11:03:30Z,0.271,Temperature,29.32
2021-01-15T11:03:30Z,0.271,Salinity,33.60895848
2021-01-15T11:03:30Z,0.271,AbsPressure,104.493
2021-01-15T11:03:40Z,0.259,Temperature,29.33
2021-01-15T11:03:40Z,0.259,Salinity,33.56938304
2021-01-15T11:03:40Z,0.259,AbsPressure,104.373
2021-01-15T11:03:50Z,0.259,Temperature,29.3
2021-01-15T11:03:50Z,0.259,Salinity,33.5936094
2021-01-15T11:03:50Z,0.259,AbsPressure,104.373
2021-01-15T11:04:00Z,0.226,Temperature,29.28
2021-01-15T11:04:00Z,0.226,Salinity,33.60437022
2021-01-15T11:04:00Z,0.226,AbsPressure,104.045
2021-01-15T11:04:10Z,0.259,Temperature,29.27
2021-01-15T11:04:10Z,0.259,Salinity,33.61786246
2021-01-15T11:04:10Z,0.259,AbsPressure,104.373
2021-01-15T11:04:20Z,0.226,Temperature,29.27
2021-01-15T11:04:20Z,0.226,Salinity,33.59831165
2021-01-15T11:04:20Z,0.226,AbsPressure,104.045
2021-01-15T11:04:30Z,0.233,Temperature,29.24
2021-01-15T11:04:30Z,0.233,Salinity,33.63565042
2021-01-15T11:04:30Z,0.233,AbsPressure,104.114
2021-01-15T11:04:40Z,0.262,Temperature,29.24
2021-01-15T11:04:40Z,0.262,Salinity,33.62582374
2021-01-15T11:04:40Z,0.262,AbsPressure,104.407
2021-01-15T11:04:50Z,0.274,Temperature,29.26
2021-01-15T11:04:50Z,0.274,Salinity,33.57278888
2021-01-15T11:04:50Z,0.274,AbsPressure,104.528
2021-01-15T11:05:00Z,0.276,Temperature,29.26
2021-01-15T11:05:00Z,0.276,Salinity,33.56630221
2021-01-15T11:05:00Z,0.276,AbsPressure,104.545
2021-01-15T11:05:10Z,0.257,Temperature,29.22
2021-01-15T11:05:10Z,0.257,Salinity,33.60080367
2021-01-15T11:05:10Z,0.257,AbsPressure,104.355
2021-01-15T11:05:20Z,0.248,Temperature,29.24
2021-01-15T11:05:20Z,0.248,Salinity,33.59328203
2021-01-15T11:05:20Z,0.248,AbsPressure,104.269
2021-01-15T11:05:30Z,0.233,Temperature,29.22
2021-01-15T11:05:30Z,0.233,Salinity,33.57808123
2021-01-15T11:05:30Z,0.233,AbsPressure,104.114
2021-01-15T11:05:40Z,0.259,Temperature,29.24
2021-01-15T11:05:40Z,0.259,Salinity,33.58679274
2021-01-15T11:05:40Z,0.259,AbsPressure,104.373
2021-01-15T11:05:50Z,0.264,Temperature,29.24
2021-01-15T11:05:50Z,0.264,Salinity,33.554256
2021-01-15T11:05:50Z,0.264,AbsPressure,104.424
2021-01-15T11:06:00Z,0.302,Temperature,29.22
2021-01-15T11:06:00Z,0.302,Salinity,33.59106662
2021-01-15T11:06:00Z,0.302,AbsPressure,104.803
2021-01-15T11:06:10Z,0.317,Temperature,29.24
2021-01-15T11:06:10Z,0.317,Salinity,33.57705916
2021-01-15T11:06:10Z,0.317,AbsPressure,104.958
2021-01-15T11:06:20Z,0.269,Temperature,29.22
2021-01-15T11:06:20Z,0.269,Salinity,33.6008061
2021-01-15T11:06:20Z,0.269,AbsPressure,104.476
2021-01-15T11:06:30Z,0.293,Temperature,29.22
2021-01-15T11:06:30Z,0.293,Salinity,33.61712893
2021-01-15T11:06:30Z,0.293,AbsPressure,104.717
2021-01-15T11:06:40Z,0.288,Temperature,29.24
2021-01-15T11:06:40Z,0.288,Salinity,33.59977499
2021-01-15T11:06:40Z,0.288,AbsPressure,104.665
2021-01-15T11:06:50Z,0.326,Temperature,29.21
2021-01-15T11:06:50Z,0.326,Salinity,33.59158228
2021-01-15T11:06:50Z,0.326,AbsPressure,105.044
2021-01-15T11:07:00Z,0.264,Temperature,29.21
2021-01-15T11:07:00Z,0.264,Salinity,33.61431133
2021-01-15T11:07:00Z,0.264,AbsPressure,104.424
2021-01-15T11:07:10Z,0.293,Temperature,29.21
2021-01-15T11:07:10Z,0.293,Salinity,33.58508951
2021-01-15T11:07:10Z,0.293,AbsPressure,104.717
2021-01-15T11:07:20Z,0.266,Temperature,29.19
2021-01-15T11:07:20Z,0.266,Salinity,33.5925206
2021-01-15T11:07:20Z,0.266,AbsPressure,104.441
2021-01-15T11:07:30Z,0.319,Temperature,29.19
2021-01-15T11:07:30Z,0.319,Salinity,33.58277724
2021-01-15T11:07:30Z,0.319,AbsPressure,104.976
2021-01-15T11:07:40Z,0.272,Temperature,29.19
2021-01-15T11:07:40Z,0.272,Salinity,33.59585951
2021-01-15T11:07:40Z,0.272,AbsPressure,104.51
2021-01-15T11:07:50Z,0.319,Temperature,29.17
2021-01-15T11:07:50Z,0.319,Salinity,33.60988535
2021-01-15T11:07:50Z,0.319,AbsPressure,104.976
2021-01-15T11:08:00Z,0.281,Temperature,29.19
2021-01-15T11:08:00Z,0.281,Salinity,33.61210096
2021-01-15T11:08:00Z,0.281,AbsPressure,104.596
2021-01-15T11:08:10Z,0.281,Temperature,29.17
2021-01-15T11:08:10Z,0.281,Salinity,33.61963452
2021-01-15T11:08:10Z,0.281,AbsPressure,104.596
2021-01-15T11:08:20Z,0.281,Temperature,29.15
2021-01-15T11:08:20Z,0.281,Salinity,33.62717259
2021-01-15T11:08:20Z,0.281,AbsPressure,104.596
2021-01-15T11:08:30Z,0.274,Temperature,29.15
2021-01-15T11:08:30Z,0.274,Salinity,33.63367476
2021-01-15T11:08:30Z,0.274,AbsPressure,104.528
2021-01-15T11:08:40Z,0.291,Temperature,29.16
2021-01-15T11:08:40Z,0.291,Salinity,33.60056329
2021-01-15T11:08:40Z,0.291,AbsPressure,104.7
2021-01-15T11:08:50Z,0.272,Temperature,29.15
2021-01-15T11:08:50Z,0.272,Salinity,33.63367546
2021-01-15T11:08:50Z,0.272,AbsPressure,104.51
2021-01-15T11:09:00Z,0.284,Temperature,29.14
2021-01-15T11:09:00Z,0.284,Salinity,33.60809485
2021-01-15T11:09:00Z,0.284,AbsPressure,104.631
2021-01-15T11:09:10Z,0.26,Temperature,29.15
2021-01-15T11:09:10Z,0.26,Salinity,33.62717432
2021-01-15T11:09:10Z,0.26,AbsPressure,104.39
2021-01-15T11:09:20Z,0.266,Temperature,29.16
2021-01-15T11:09:20Z,0.266,Salinity,33.63315612
2021-01-15T11:09:20Z,0.266,AbsPressure,104.441
2021-01-15T11:09:30Z,0.281,Temperature,29.12
2021-01-15T11:09:30Z,0.281,Salinity,33.6547547
2021-01-15T11:09:30Z,0.281,AbsPressure,104.596
2021-01-15T11:09:40Z,0.281,Temperature,29.14
2021-01-15T11:09:40Z,0.281,Salinity,33.63419745
2021-01-15T11:09:40Z,0.281,AbsPressure,104.596
2021-01-15T11:09:50Z,0.281,Temperature,29.11
2021-01-15T11:09:50Z,0.281,Salinity,33.66829391
2021-01-15T11:09:50Z,0.281,AbsPressure,104.596
2021-01-15T11:10:00Z,0.291,Temperature,29.11
2021-01-15T11:10:00Z,0.291,Salinity,33.66178664
2021-01-15T11:10:00Z,0.291,AbsPressure,104.7
2021-01-15T11:10:10Z,0.29,Temperature,29.12
2021-01-15T11:10:10Z,0.29,Salinity,33.67752872
2021-01-15T11:10:10Z,0.29,AbsPressure,104.683
2021-01-15T11:10:20Z,0.243,Temperature,29.11
2021-01-15T11:10:20Z,0.243,Salinity,33.6944178
2021-01-15T11:10:20Z,0.243,AbsPressure,104.218
2021-01-15T11:10:30Z,0.279,Temperature,29.11
2021-01-15T11:10:30Z,0.279,Salinity,33.66178768
2021-01-15T11:10:30Z,0.279,AbsPressure,104.579
2021-01-15T11:10:40Z,0.248,Temperature,29.12
2021-01-15T11:10:40Z,0.248,Salinity,33.68738059
2021-01-15T11:10:40Z,0.248,AbsPressure,104.269
2021-01-15T11:10:50Z,0.248,Temperature,29.11
2021-01-15T11:10:50Z,0.248,Salinity,33.71719988
2021-01-15T11:10:50Z,0.248,AbsPressure,104.269
2021-01-15T11:11:00Z,0.243,Temperature,29.1
2021-01-15T11:11:00Z,0.243,Salinity,33.72424551
2021-01-15T11:11:00Z,0.243,AbsPressure,104.218
2021-01-15T11:11:10Z,0.288,Temperature,29.09
2021-01-15T11:11:10Z,0.288,Salinity,33.70850279
2021-01-15T11:11:10Z,0.288,AbsPressure,104.665
2021-01-15T11:11:20Z,0.281,Temperature,29.1
2021-01-15T11:11:20Z,0.281,Salinity,33.69486004
2021-01-15T11:11:20Z,0.281,AbsPressure,104.596
2021-01-15T11:11:30Z,0.271,Temperature,29.09
2021-01-15T11:11:30Z,0.271,Salinity,33.73129431
2021-01-15T11:11:30Z,0.271,AbsPressure,104.493
2021-01-15T11:11:40Z,0.267,Temperature,29.09
2021-01-15T11:11:40Z,0.267,Salinity,33.74766577
2021-01-15T11:11:40Z,0.267,AbsPressure,104.459
2021-01-15T11:11:50Z,0.266,Temperature,29.09
2021-01-15T11:11:50Z,0.266,Salinity,33.7411537
2021-01-15T11:11:50Z,0.266,AbsPressure,104.441
2021-01-15T11:12:00Z,0.262,Temperature,29.09
2021-01-15T11:12:00Z,0.262,Salinity,33.76403885
2021-01-15T11:12:00Z,0.262,AbsPressure,104.407
2021-01-15T11:12:10Z,0.245,Temperature,29.09
2021-01-15T11:12:10Z,0.245,Salinity,33.76403919
2021-01-15T11:12:10Z,0.245,AbsPressure,104.235
2021-01-15T11:12:20Z,0.267,Temperature,29.09
2021-01-15T11:12:20Z,0.267,Salinity,33.75752662
2021-01-15T11:12:20Z,0.267,AbsPressure,104.459
2021-01-15T11:12:30Z,0.242,Temperature,29.09
2021-01-15T11:12:30Z,0.242,Salinity,33.74115509
2021-01-15T11:12:30Z,0.242,AbsPressure,104.2
2021-01-15T11:12:40Z,0.254,Temperature,29.09
2021-01-15T11:12:40Z,0.254,Salinity,33.75752731
2021-01-15T11:12:40Z,0.254,AbsPressure,104.321
2021-01-15T11:12:50Z,0.218,Temperature,29.1
2021-01-15T11:12:50Z,0.218,Salinity,33.75047427
2021-01-15T11:12:50Z,0.218,AbsPressure,103.959
2021-01-15T11:13:00Z,0.291,Temperature,29.1
2021-01-15T11:13:00Z,0.291,Salinity,33.75047462
2021-01-15T11:13:00Z,0.291,AbsPressure,104.7
2021-01-15T11:13:10Z,0.247,Temperature,29.08
2021-01-15T11:13:10Z,0.247,Salinity,33.76458423
2021-01-15T11:13:10Z,0.247,AbsPressure,104.252
2021-01-15T11:13:20Z,0.252,Temperature,29.08
2021-01-15T11:13:20Z,0.252,Salinity,33.73509169
2021-01-15T11:13:20Z,0.252,AbsPressure,104.304
2021-01-15T11:13:30Z,0.262,Temperature,29.08
2021-01-15T11:13:30Z,0.262,Salinity,33.78096159
2021-01-15T11:13:30Z,0.262,AbsPressure,104.407
2021-01-15T11:13:40Z,0.242,Temperature,29.08
2021-01-15T11:13:40Z,0.242,Salinity,33.78096194
2021-01-15T11:13:40Z,0.242,AbsPressure,104.2
2021-01-15T11:13:50Z,0.272,Temperature,29.08
2021-01-15T11:13:50Z,0.272,Salinity,33.78096228
2021-01-15T11:13:50Z,0.272,AbsPressure,104.51
2021-01-15T11:14:00Z,0.271,Temperature,29.05
2021-01-15T11:14:00Z,0.271,Salinity,33.81528454
2021-01-15T11:14:00Z,0.271,AbsPressure,104.493
2021-01-15T11:14:10Z,0.26,Temperature,29.06
2021-01-15T11:14:10Z,0.26,Salinity,33.78848129
2021-01-15T11:14:10Z,0.26,AbsPressure,104.39
2021-01-15T11:14:20Z,0.269,Temperature,29.05
2021-01-15T11:14:20Z,0.269,Salinity,33.81528524
2021-01-15T11:14:20Z,0.269,AbsPressure,104.476
2021-01-15T11:14:30Z,0.262,Temperature,29.04
2021-01-15T11:14:30Z,0.262,Salinity,33.82235776
2021-01-15T11:14:30Z,0.262,AbsPressure,104.407
2021-01-15T11:14:40Z,0.25,Temperature,29.06
2021-01-15T11:14:40Z,0.25,Salinity,33.79509027
2021-01-15T11:14:40Z,0.25,AbsPressure,104.286
2021-01-15T11:14:50Z,0.238,Temperature,29.06
2021-01-15T11:14:50Z,0.238,Salinity,33.77870692
2021-01-15T11:14:50Z,0.238,AbsPressure,104.166
2021-01-15T11:15:00Z,0.267,Temperature,29.05
2021-01-15T11:15:00Z,0.267,Salinity,33.77264364
2021-01-15T11:15:00Z,0.267,AbsPressure,104.459
2021-01-15T11:15:10Z,0.252,Temperature,29.06
2021-01-15T11:15:10Z,0.252,Salinity,33.80160894
2021-01-15T11:15:10Z,0.252,AbsPressure,104.304
2021-01-15T11:15:20Z,0.278,Temperature,29.06
2021-01-15T11:15:20Z,0.278,Salinity,33.78848372
2021-01-15T11:15:20Z,0.278,AbsPressure,104.562
2021-01-15T11:15:30Z,0.26,Temperature,29.05
2021-01-15T11:15:30Z,0.26,Salinity,33.79554951
2021-01-15T11:15:30Z,0.26,AbsPressure,104.39
2021-01-15T11:15:40Z,0.281,Temperature,29.06
2021-01-15T11:15:40Z,0.281,Salinity,33.79835115
2021-01-15T11:15:40Z,0.281,AbsPressure,104.596
2021-01-15T11:15:50Z,0.283,Temperature,29.06
2021-01-15T11:15:50Z,0.283,Salinity,33.77210157
2021-01-15T11:15:50Z,0.283,AbsPressure,104.614
2021-01-15T11:16:00Z,0.243,Temperature,29.05
2021-01-15T11:16:00Z,0.243,Salinity,33.80215992
2021-01-15T11:16:00Z,0.243,AbsPressure,104.218
2021-01-15T11:16:10Z,0.257,Temperature,29.05
2021-01-15T11:16:10Z,0.257,Salinity,33.77916419
2021-01-15T11:16:10Z,0.257,AbsPressure,104.355
2021-01-15T11:16:20Z,0.23,Temperature,29.04
2021-01-15T11:16:20Z,0.23,Salinity,33.80261918
2021-01-15T11:16:20Z,0.23,AbsPressure,104.08
2021-01-15T11:16:30Z,0.26,Temperature,29.04
2021-01-15T11:16:30Z,0.26,Salinity,33.80923031
2021-01-15T11:16:30Z,0.26,AbsPressure,104.39
