timestamp,mean_date,Variables,Values
2021-01-15T11:02:00Z,2021-01-15T11:01:55Z,mean_depth,0.25316666666666665
2021-01-15T11:02:00Z,2021-01-15T11:01:55Z,mean_temperature,29.385
2021-01-15T11:02:00Z,2021-01-15T11:01:55Z,mean_salinity,33.44444680666667
2021-01-15T11:02:00Z,2021-01-15T11:01:55Z,mean_abs_pressure,104.31516666666667
2021-01-15T11:03:00Z,2021-01-15T11:02:55Z,mean_depth,0.2678333333333333
2021-01-15T11:03:00Z,2021-01-15T11:02:55Z,mean_temperature,29.36
2021-01-15T11:03:00Z,2021-01-15T11:02:55Z,mean_salinity,33.58370875333333
2021-01-15T11:03:00Z,2021-01-15T11:02:55Z,mean_abs_pressure,104.4645
2021-01-15T11:04:00Z,2021-01-15T11:03:55Z,mean_depth,0.25
2021-01-15T11:04:00Z,2021-01-15T11:03:55Z,mean_temperature,29.295
2021-01-15T11:04:00Z,2021-01-15T11:03:55Z,mean_salinity,33.59874920833333
2021-01-15T11:04:00Z,2021-01-15T11:03:55Z,mean_abs_pressure,104.28366666666668
2021-01-15T11:05:00Z,2021-01-15T11:04:55Z,mean_depth,0.25833333333333336
2021-01-15T11:05:00Z,2021-01-15T11:04:55Z,mean_temperature,29.243333333333332
2021-01-15T11:05:00Z,2021-01-15T11:04:55Z,mean_salinity,33.59910849166667
2021-01-15T11:05:00Z,2021-01-15T11:04:55Z,mean_abs_pressure,104.36966666666667
2021-01-15T11:06:00Z,2021-01-15T11:05:55Z,mean_depth,0.274
2021-01-15T11:06:00Z,2021-01-15T11:05:55Z,mean_temperature,29.229999999999997
2021-01-15T11:06:00Z,2021-01-15T11:05:55Z,mean_salinity,33.58134364166666
2021-01-15T11:06:00Z,2021-01-15T11:05:55Z,mean_abs_pressure,104.52466666666666
2021-01-15T11:07:00Z,2021-01-15T11:06:55Z,mean_depth,0.28833333333333333
2021-01-15T11:07:00Z,2021-01-15T11:06:55Z,mean_temperature,29.213333333333335
2021-01-15T11:07:00Z,2021-01-15T11:06:55Z,mean_salinity,33.60006794
2021-01-15T11:07:00Z,2021-01-15T11:06:55Z,mean_abs_pressure,104.668
2021-01-15T11:08:00Z,2021-01-15T11:07:55Z,mean_depth,0.2921666666666667
2021-01-15T11:08:00Z,2021-01-15T11:07:55Z,mean_temperature,29.17666666666667
2021-01-15T11:08:00Z,2021-01-15T11:07:55Z,mean_salinity,33.607905028333334
2021-01-15T11:08:00Z,2021-01-15T11:07:55Z,mean_abs_pressure,104.70833333333334
2021-01-15T11:09:00Z,2021-01-15T11:08:55Z,mean_depth,0.2745
2021-01-15T11:09:00Z,2021-01-15T11:08:55Z,mean_temperature,29.151666666666667
2021-01-15T11:09:00Z,2021-01-15T11:08:55Z,mean_salinity,33.62272313333333
2021-01-15T11:09:00Z,2021-01-15T11:08:55Z,mean_abs_pressure,104.53333333333333
2021-01-15T11:10:00Z,2021-01-15T11:09:55Z,mean_depth,0.2778333333333333
2021-01-15T11:10:00Z,2021-01-15T11:09:55Z,mean_temperature,29.118333333333332
